Date/Time,EURUSD,GBPUSD,EURGBP,AUDUSD,USDMXN,USDJPY
20140506,1.39275,1.69745,0.82045,0.93505,13.0249,101.68
20140507,1.391,1.69515,0.82045,0.9327,12.9623,101.9
20140508,1.38395,1.6932,0.8173,0.93745,12.9458,101.655
20140509,1.37575,1.6847,0.8164,0.936,12.944,101.855
20140512,1.3757,1.68675,0.8156,0.9361,12.9518,102.115
20140513,1.3703,1.68245,0.8144,0.9358,12.9047,102.25
20140514,1.37145,1.6767,0.81785,0.9378,12.8959,101.885
20140515,1.3709,1.6789,0.8165,0.93555,12.9577,101.57
20140516,1.3693,1.68155,0.81415,0.93585,12.9,101.485
20140519,1.3709,1.6813,0.81525,0.9329,12.8997,101.495
20140520,1.3701,1.68385,0.81365,0.9242,12.9077,101.32
20140521,1.36865,1.6899,0.8098,0.9251,12.9257,101.365
20140522,1.36555,1.68705,0.8094,0.9225,12.8771,101.73
20140523,1.3628,1.68275,0.8098,0.92305,12.853,101.945
20140526,1.3645,1.6841,0.81,0.9236,12.8684,101.93
20140527,1.3634,1.6809,0.811,0.9258,12.8553,101.975
20140528,1.35905,1.67095,0.8132,0.92355,12.8726,101.84
20140529,1.36015,1.6716,0.8136,0.9307,12.8395,101.785
20140530,1.36335,1.675,0.81335,0.93065,12.8579,101.75
20140602,1.3596,1.67455,0.8118,0.9244,12.9124,102.375
20140603,1.36275,1.67485,0.8136,0.9265,12.9378,102.505
20140604,1.3598,1.6736,0.81245,0.92755,12.921,102.74
20140605,1.366,1.68195,0.8121,0.93395,12.8647,102.405
20140606,1.3642,1.6798,0.8118,0.9333,12.9291,102.46
20140609,1.35935,1.6803,0.8089,0.9355,13.0237,102.525
20140610,1.35475,1.6756,0.80835,0.9373,13.0164,102.35
20140611,1.3531,1.6787,0.80595,0.9384,13.0068,102.07
20140612,1.35515,1.69285,0.80045,0.94265,12.9763,101.695
20140613,1.3537,1.69645,0.79795,0.94005,13.0105,102
20140616,1.3573,1.69825,0.79925,0.94005,13.0419,101.825
20140617,1.35465,1.6964,0.7985,0.9336,13.1135,102.14
20140618,1.3595,1.69935,0.7999,0.9408,12.9778,101.915
20140619,1.36075,1.7039,0.79845,0.9398,13.0226,101.935
20140620,1.3599,1.70105,0.7992,0.93885,12.986,102.055
20140623,1.36045,1.70265,0.7989,0.9421,13.027,101.92
20140624,1.3606,1.6985,0.80105,0.9367,13.0592,101.965
20140625,1.36285,1.69825,0.80235,0.9407,13.0033,101.86
20140626,1.3611,1.70255,0.7993,0.94135,13.015,101.725
20140627,1.365,1.7031,0.8008,0.9423,12.9549,101.4
20140630,1.36915,1.7105,0.8004,0.9432,12.968,101.325
20140701,1.36785,1.7149,0.7976,0.94965,12.9398,101.52
20140702,1.3659,1.7165,0.7957,0.9442,12.9943,101.77
20140703,1.361,1.7154,0.79335,0.93465,12.9524,102.185
20140704,1.3594,1.7159,0.7921,0.93605,12.9671,102.035
20140707,1.36045,1.7127,0.79425,0.93715,13.0172,101.855
20140708,1.36115,1.71305,0.7945,0.93985,12.9802,101.57
20140709,1.3641,1.71565,0.7951,0.9413,12.9655,101.635
20140710,1.36085,1.7131,0.7943,0.93945,12.9892,101.335
20140711,1.3606,1.7097,0.7949,0.939,12.992,101.27
20140714,1.36185,1.70835,0.79715,0.9392,12.9503,101.535
20140715,1.3567,1.71425,0.7914,0.937,12.945,101.675
20140716,1.35245,1.7136,0.78925,0.9368,12.9122,101.66
20140717,1.35255,1.71,0.79085,0.93515,12.996,101.175
20140718,1.35235,1.7082,0.7914,0.9393,12.945,101.325
20140721,1.3523,1.7075,0.79195,0.93725,12.9699,101.39
20140722,1.34655,1.7064,0.789,0.93935,12.9417,101.46
20140723,1.34625,1.70425,0.7899,0.94555,12.9291,101.475
20140724,1.3463,1.69855,0.7925,0.94185,12.959,101.81
20140725,1.3429,1.69725,0.79095,0.9395,12.9446,101.825
20140728,1.34395,1.6982,0.7912,0.9405,13.0033,101.855
20140729,1.34085,1.69425,0.79135,0.93835,13.0648,102.115
20140730,1.33965,1.6912,0.79195,0.93305,13.1516,102.785
20140731,1.339,1.6884,0.79285,0.92945,13.2156,102.795
20140801,1.3426,1.6817,0.79835,0.931,13.1761,102.605
20140804,1.34215,1.6862,0.79595,0.93335,13.1944,102.565
20140805,1.33755,1.6885,0.7921,0.9304,13.2907,102.59
20140806,1.3382,1.6853,0.7941,0.93535,13.2333,102.1
20140807,1.3363,1.6832,0.79385,0.927,13.2778,102.09
20140808,1.3408,1.6771,0.7993,0.92735,13.2457,102.015
20140811,1.33845,1.6786,0.79725,0.9262,13.178,102.185
20140812,1.3369,1.6811,0.7952,0.92685,13.135,102.255
20140813,1.3364,1.6687,0.80065,0.9305,13.1344,102.415
20140814,1.33645,1.6685,0.8009,0.9318,13.0699,102.445
20140815,1.33995,1.66875,0.8026,0.9319,13.0639,102.355
20140818,1.3363,1.6727,0.79885,0.9324,13.0467,102.565
20140819,1.33195,1.66165,0.8015,0.9302,13.0457,102.91
20140820,1.3259,1.65945,0.799,0.9286,13.133,103.755
20140821,1.32805,1.6579,0.80095,0.9302,13.1062,103.845
20140822,1.324,1.65665,0.7988,0.93135,13.1333,103.925
20140825,1.31915,1.65785,0.79565,0.9297,13.1496,104.05
20140826,1.3167,1.65385,0.796,0.93055,13.095,104.055
20140827,1.31925,1.6575,0.79585,0.9336,13.0827,103.875
20140828,1.31815,1.65855,0.79465,0.9355,13.0825,103.72
20140829,1.31315,1.65965,0.7911,0.93365,13.0778,104.07
20140901,1.31285,1.66065,0.79045,0.9331,13.0933,104.345
20140902,1.3133,1.64685,0.79735,0.9273,13.1073,105.09
20140903,1.315,1.64605,0.79885,0.9346,13.0967,104.785
20140904,1.29435,1.633,0.79255,0.9348,13.1465,105.26
20140905,1.2951,1.63225,0.79305,0.9378,13.0313,105.085
20140908,1.28945,1.6104,0.8007,0.9281,13.1362,106.03
20140909,1.2937,1.61055,0.80325,0.9202,13.2013,106.19
20140910,1.29165,1.6209,0.7967,0.91525,13.191,106.855
20140911,1.29235,1.62525,0.795,0.90985,13.2307,107.1
20140912,1.2962,1.6267,0.79655,0.90375,13.2499,107.355
20140915,1.29395,1.62315,0.7972,0.9028,13.2341,107.18
20140916,1.2959,1.62765,0.7962,0.90935,13.1572,107.12
20140917,1.2864,1.6275,0.79035,0.8959,13.244,108.37
20140918,1.2923,1.6392,0.7879,0.8989,13.2344,108.685
20140919,1.28285,1.62845,0.78745,0.89245,13.2074,109.01
20140922,1.2849,1.63605,0.7853,0.88715,13.2767,108.835
20140923,1.2846,1.6388,0.7838,0.88395,13.3159,108.88
20140924,1.278,1.63385,0.78205,0.8884,13.273,109.04
20140925,1.275,1.6316,0.78135,0.87865,13.3851,108.745
20140926,1.2682,1.624,0.78005,0.87605,13.442,109.28
20140929,1.2685,1.624,0.781,0.87175,13.4974,109.49
20140930,1.26305,1.6212,0.77895,0.8746,13.4282,109.645
20141001,1.2622,1.61845,0.77985,0.87365,13.4534,108.885
20141002,1.26685,1.61435,0.7846,0.88025,13.3802,108.415
20141003,1.25145,1.59665,0.7832,0.86725,13.4793,109.755
20141006,1.2655,1.60815,0.7867,0.8762,13.3959,108.78
20141007,1.26685,1.6094,0.78705,0.88165,13.4751,108.02
20141008,1.27335,1.6167,0.7875,0.88395,13.3355,108.07
20141009,1.26905,1.61165,0.7873,0.87825,13.4371,107.83
20141010,1.26295,1.6074,0.7852,0.8682,13.4694,107.64
20141013,1.2751,1.6084,0.7927,0.87705,13.4467,106.825
20141014,1.2657,1.5902,0.7959,0.8712,13.4427,107.045
20141015,1.2837,1.60195,0.80135,0.88275,13.5275,105.905
20141016,1.2809,1.60865,0.79605,0.87555,13.5588,106.325
20141017,1.2759,1.60905,0.79275,0.87445,13.5212,106.87
20141020,1.28,1.61625,0.79165,0.8781,13.5337,106.945
20141021,1.2715,1.6112,0.78915,0.87785,13.536,106.995
20141022,1.2648,1.60495,0.78805,0.87785,13.5573,107.135
20141023,1.2646,1.6028,0.7887,0.87615,13.559,108.265
20141024,1.26695,1.60865,0.7875,0.8788,13.5552,108.155
20141027,1.2698,1.61195,0.7878,0.8802,13.5385,107.81
20141028,1.2734,1.61295,0.78935,0.8854,13.4387,108.155
20141029,1.26315,1.6011,0.7888,0.8797,13.4968,108.885
20141030,1.2613,1.6001,0.78825,0.88335,13.4403,109.21
20141031,1.25225,1.5992,0.78255,0.8797,13.4753,112.335
20141103,1.2482,1.5971,0.7814,0.8681,13.6052,114.04
20141104,1.2546,1.60025,0.784,0.87375,13.5543,113.595
20141105,1.2485,1.5975,0.78145,0.8593,13.5708,114.64
20141106,1.23745,1.58305,0.78155,0.8557,13.6345,115.205
20141107,1.2455,1.58625,0.7844,0.8629,13.5353,114.58
20141110,1.24205,1.58415,0.78395,0.86205,13.606,114.855
20141111,1.24745,1.59165,0.78345,0.8685,13.6009,115.765
20141112,1.2438,1.5777,0.78825,0.8717,13.5547,115.485
20141113,1.2476,1.571,0.7939,0.87205,13.6017,115.765
20141114,1.2524,1.5667,0.799,0.8743,13.5137,116.23
20141117,1.24495,1.564,0.7959,0.87075,13.5862,116.635
20141118,1.25355,1.56315,0.8017,0.8719,13.5562,116.855
20141119,1.25535,1.56815,0.80045,0.86175,13.6173,117.965
20141120,1.2539,1.5691,0.79905,0.86165,13.6497,118.19
20141121,1.239,1.5654,0.79075,0.8669,13.613,117.765
20141124,1.2442,1.57055,0.7919,0.8617,13.6563,118.265
20141125,1.2474,1.5707,0.794,0.853,13.6727,117.97
20141126,1.25055,1.57905,0.79175,0.85465,13.7258,117.72
20141127,1.24665,1.5735,0.79215,0.85425,13.7629,117.7
20141128,1.24495,1.5638,0.7954,0.8504,13.9183,118.6
20141201,1.2469,1.57285,0.7927,0.84885,13.9919,118.39
20141202,1.23825,1.56365,0.79185,0.84445,14.1001,119.205
20141203,1.2311,1.5685,0.78475,0.84045,14.098,119.79
20141204,1.23785,1.5672,0.78975,0.83815,14.155,119.78
20141205,1.22825,1.5569,0.78805,0.83155,14.355,121.44
20141208,1.23165,1.56505,0.78675,0.82925,14.3802,120.68
20141209,1.23735,1.56655,0.78965,0.8292,14.4209,119.69
20141210,1.24475,1.57145,0.792,0.8317,14.5538,117.81
20141211,1.24095,1.57305,0.7887,0.82705,14.7748,118.635
20141212,1.246,1.5707,0.79205,0.824,14.759,118.77
20141215,1.24355,1.56365,0.7952,0.82115,14.7566,117.81
20141216,1.251,1.57485,0.79415,0.82185,14.7458,116.39
20141217,1.23415,1.5574,0.79235,0.8121,14.5564,118.63
20141218,1.22855,1.5668,0.784,0.81645,14.57,118.825
20141219,1.2228,1.56215,0.7819,0.81235,14.5884,119.555
20141222,1.2229,1.5588,0.7843,0.8133,14.6527,120.055
20141223,1.2171,1.5519,0.78415,0.81035,14.7562,120.675
20141224,1.2203,1.55535,0.784,0.81085,14.699,120.435
20141226,1.21755,1.555,0.78285,0.8117,14.6988,120.34
20141229,1.21515,1.5515,0.7831,0.813,14.7598,120.66
20141230,1.21545,1.55605,0.78115,0.81835,14.7318,119.465
20141231,1.21005,1.5586,0.77625,0.8164,14.751,119.755
20150102,1.20015,1.5326,0.78295,0.8089,14.8176,120.485
20150105,1.19325,1.5248,0.78245,0.80825,14.9369,119.63
20150106,1.1889,1.5149,0.78465,0.80835,14.8913,118.39
20150107,1.1839,1.5109,0.78345,0.8077,14.7158,119.25
20150108,1.1792,1.50895,0.78115,0.8123,14.6637,119.645
20150109,1.18395,1.5151,0.7805,0.8199,14.595,118.465
20150112,1.18335,1.51695,0.77975,0.8156,14.649,118.345
20150113,1.17725,1.5158,0.77645,0.8165,14.6111,117.92
20150114,1.1789,1.523,0.77375,0.81485,14.4843,117.32
20150115,1.1631,1.5179,0.76585,0.8213,14.6614,116.15
20150116,1.1563,1.51375,0.76335,0.8227,14.554,117.48
20150119,1.16065,1.51105,0.76785,0.82095,14.6147,117.55
20150120,1.1549,1.51435,0.7624,0.8171,14.6585,118.8
20150121,1.16095,1.51415,0.7666,0.8084,14.7521,117.955
20150122,1.1365,1.50085,0.7571,0.8026,14.6288,118.48
20150123,1.1202,1.4985,0.7471,0.7906,14.6379,117.76
20150126,1.12395,1.5077,0.74495,0.79235,14.5733,118.45
20150127,1.13805,1.5196,0.7488,0.79355,14.6173,117.86
20150128,1.12875,1.5135,0.74525,0.78875,14.7486,117.53
20150129,1.1319,1.5065,0.7512,0.77605,14.7897,118.275
20150130,1.1289,1.50475,0.7494,0.7755,14.9568,117.47
20150202,1.1341,1.5038,0.75405,0.78015,14.8646,117.58
20150203,1.14795,1.5165,0.75685,0.7791,14.6497,117.565
20150204,1.13435,1.518,0.74715,0.7752,14.89,117.265
20150205,1.14765,1.5327,0.7485,0.77965,14.7856,117.515
20150206,1.1313,1.5232,0.74195,0.77935,14.8358,119.09
20150209,1.13235,1.52145,0.744,0.7801,14.8298,118.63
20150210,1.132,1.52535,0.74195,0.77695,14.9506,119.41
20150211,1.13345,1.52315,0.7434,0.77185,15.0668,120.45
20150212,1.1403,1.5383,0.7411,0.7734,14.9025,119.11
20150213,1.13855,1.5393,0.73885,0.7751,14.8795,118.7
20150216,1.13525,1.53615,0.73865,0.77715,14.9225,118.47
20150217,1.14105,1.5352,0.74325,0.7817,14.9113,119.23
20150218,1.13965,1.54355,0.73825,0.7809,14.8615,118.785
20150219,1.1368,1.54125,0.7374,0.7791,14.9998,118.94
20150220,1.1378,1.53825,0.7385,0.78365,15.0197,118.965
20150223,1.1334,1.5456,0.73325,0.7802,15.0833,118.815
20150224,1.13395,1.54515,0.7337,0.7831,14.9105,118.965
20150225,1.136,1.5527,0.7315,0.7886,14.9283,118.855
20150226,1.11975,1.54035,0.7268,0.7799,14.9933,119.41
20150227,1.1193,1.54305,0.7248,0.7809,14.9475,119.57
20150302,1.11825,1.5365,0.72775,0.7764,15.012,120.125
20150303,1.11755,1.53585,0.72725,0.7816,14.9944,119.725
20150304,1.10775,1.52635,0.7257,0.7816,15.0525,119.65
20150305,1.1029,1.5238,0.72335,0.7781,15.1929,120.125
20150306,1.084,1.5029,0.7202,0.7714,15.4932,120.83
20150309,1.0851,1.51275,0.71725,0.77015,15.474,121.145
20150310,1.06975,1.50665,0.70965,0.7625,15.6193,121.115
20150311,1.05465,1.49275,0.7063,0.7595,15.4956,121.44
20150312,1.0634,1.48825,0.71455,0.7707,15.387,121.28
20150313,1.0493,1.4741,0.71115,0.76355,15.4821,121.37
20150316,1.0567,1.48275,0.7125,0.7639,15.4061,121.33
20150317,1.0597,1.47485,0.71835,0.76165,15.3718,121.365
20150318,1.08615,1.49765,0.7252,0.77755,15.0844,120.105
20150319,1.0659,1.47505,0.7224,0.7648,15.2708,120.765
20150320,1.08205,1.49315,0.72285,0.777,15.0489,120.025
